name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category,matched_bb_product,match_score
Catch Pure Turmeric Powder Spiced 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1220660_1-bb-combo-royal-organic-wild-honey-500gindisecrets-pure-tulsi-ginger-turmeric-36g.jpg,https://www.amazon.in/dp/B0002592,4.3,1800,245,285,turmeric powder,"Royal Organic Wild Honey, 500g+IndiSecrets Pure Tulsi, Ginger & Turmeric, 36g",320.0
Catch Kashmiri Red Chilli Powder 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40214656_3-tasties-red-chilli-sauce.jpg,https://www.amazon.in/dp/B0002593,4.4,1500,420,480,red chilli powder,Red Chilli Sauce,320.0
Tata Sampann Kashmiri Red Chilli Powder 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40214656_3-tasties-red-chilli-sauce.jpg,https://www.amazon.in/dp/B0002594,4.4,1200,225,255,red chilli powder,Red Chilli Sauce,320.0
Everest Kashmiri Red Chilli Powder 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40214656_3-tasties-red-chilli-sauce.jpg,https://www.amazon.in/dp/B0002595,4.4,1100,225,255,red chilli powder,Red Chilli Sauce,320.0
Catch Coriander Powder 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202071_1-bb-royal-almondbadam-californian-500g-cashewkaju-whole-500g.jpg,https://www.amazon.in/dp/B0002596,4.2,950,115,135,coriander powder,Almond/Badam Californian 500g + Cashew/Kaju Whole 500g,210.0
Everest Coriander Powder 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202071_1-bb-royal-almondbadam-californian-500g-cashewkaju-whole-500g.jpg,https://www.amazon.in/dp/B0002597,4.2,1300,115,135,coriander powder,Almond/Badam Californian 500g + Cashew/Kaju Whole 500g,210.0
Tata Sampann Garam Masale 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202071_1-bb-royal-almondbadam-californian-500g-cashewkaju-whole-500g.jpg,https://www.amazon.in/dp/B0002598,4.5,1400,310,350,garam masala,Almond/Badam Californian 500g + Cashew/Kaju Whole 500g,210.0
Everest Cumin Seeds Jeera 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202071_1-bb-royal-almondbadam-californian-500g-cashewkaju-whole-500g.jpg,https://www.amazon.in/dp/B0002599,4.4,1800,310,360,cumin seeds,Almond/Badam Californian 500g + Cashew/Kaju Whole 500g,210.0
Everest Mustard Seeds Sarso 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202071_1-bb-royal-almondbadam-californian-500g-cashewkaju-whole-500g.jpg,https://www.amazon.in/dp/B0002600,4.1,1500,110,130,mustard seeds,Almond/Badam Californian 500g + Cashew/Kaju Whole 500g,210.0
Huggies Wonder Pants Baby Diapers Medium 76 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0002601,4.4,11500,899,999,baby diapers,"Chocolate Home Treats Pack, 126 g, 18 Units",210.0
Pampers Active Baby Diapers Medium 80 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0002602,4.5,14200,999,1150,baby diapers,"Chocolate Home Treats Pack, 126 g, 18 Units",210.0
Nestle Nan Pro Stage 2 Baby Formula milk powder 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002603,4.3,3100,625,699,baby formula,2-Minute Instant Noodles - Masala,210.0
SebaMed Baby Rash Protection Cream 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202077_1-bb-popular-almondbadam-californian-100g-indian-raisins-100g-cashew-w-320-100g.jpg,https://www.amazon.in/dp/B0002604,4.4,4100,499,575,baby rash cream,Almond/Badam Californian 100g + Indian Raisins 100g + Cashew W 320 100g,210.0
Sanicat Clumping Lavender Cat Litter scent 10kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002605,4.2,2800,850,999,cat litter,2-Minute Instant Noodles - Masala,150.0
JerHigh Real Chicken Salami Dog Treats packet 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0002606,4.4,1900,195,225,dog treats,Chocolate Home - Treats Pack,210.0
Freshly Cut Premium Chicken Breast Boneless skinless 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40226880_3-masterchow-hakka-noodles-for-making-chowmein-premium-quality.jpg,https://www.amazon.in/dp/B0002607,4.3,9500,450,520,chicken breast,"Premium Hakka Noodles - Thin Cut, 100% Veg, Soft, Silky Texture",320.0
Fresh Premium Tender Mutton Curry Cut boneless 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40226880_3-masterchow-hakka-noodles-for-making-chowmein-premium-quality.jpg,https://www.amazon.in/dp/B0002608,4.2,3100,799,899,mutton,"Premium Hakka Noodles - Thin Cut, 100% Veg, Soft, Silky Texture",320.0
Keventer Chicken Sausages Smoked Premium pack 500g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40231856_3-happilo-100-natural-premium-whole-cashews-value-pack.jpg,https://www.amazon.in/dp/B0002609,4.3,4100,310,350,sausages,100% Natural Premium Whole Cashews - Value Pack,320.0
Keventer Pork Salami Slices Premium pack 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40231856_3-happilo-100-natural-premium-whole-cashews-value-pack.jpg,https://www.amazon.in/dp/B0002610,4.1,3800,410,460,salami,100% Natural Premium Whole Cashews - Value Pack,320.0
Fresh Basa Fish Fillets Boneless skinless 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40251515_2-fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels.jpg,https://www.amazon.in/dp/B0002611,4.3,1500,550,620,fish fillets,"Frozen Sweet Corn - Preservative Free, Fresh & Juicy Kernels",210.0
Myprotein Impact Whey Protein Blend cookie 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1209313_1-gooddiet-20g-whey-protein-bar-double-chocolate-caramel.jpg,https://www.amazon.in/dp/B0002612,4.6,1200,2899,3290,whey protein,20g Whey Protein Bar - Double Chocolate Caramel,320.0
MuscleBlaze High Protein Bar Choco Almond snack 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1209321_1-gooddiet-20g-whey-protein-bar-kesar-almond-fudge.jpg,https://www.amazon.in/dp/B0002613,4.3,1300,135,160,protein bar,20g Whey Protein Bar - Kesar Almond Fudge,380.0
ON Micronized Creatine Monohydrate Powder bottle 250g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/100140877_9-figaro-extra-virgin-olive-oil.jpg,https://www.amazon.in/dp/B0002614,4.5,1400,1250,1400,creatine,"Figaro Extra Virgin Olive Oil- 100% Natural and Cold Extracted- Perfect for Salad, Paratha, Marinade - Imported from Spain- 500ml Bottle",210.0
MuscleBlaze Pre-Workout Ripped Fruit Punch powder 180g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40076835_6-fresho-signature-fruit-seeds-nuts-snacks.jpg,https://www.amazon.in/dp/B0002615,4.3,1800,999,1199,pre-workout,Fruit Seeds Nuts Snacks,210.0
GNC Women's One Daily Multivitamin wellness 60 tablets,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40115863_9-tasties-namkeen-all-in-one-mixture.jpg,https://www.amazon.in/dp/B0002616,4.4,950,540,599,multivitamin,All in One Mixture,210.0
True Basin Omega 3 Fish Oil Capsules wellness 60 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40243801_1-515pm-organic-flaxseeds-raw-unroasted-rich-in-omega-3-fibre-calcium.jpg,https://www.amazon.in/dp/B0002617,4.3,1100,430,499,fish oil capsule,"Organic Flaxseeds - Raw, Unroasted, Rich In Omega 3, Fibre, Calcium",320.0
Contigo Stainless Steel Gym Shaker Bottle black 700ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40108932_7-gooddiet-chia-seeds-black.jpg,https://www.amazon.in/dp/B0002618,4.2,1300,450,549,shaker bottle,Black Chia Seeds,210.0
Baggry's White Gym Oats High Fibre pouch 2kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/208345_20-quaker-oats-breakfast-cereal-rich-in-protein-dietary-fibre-nutritious-easy-to-cook.jpg,https://www.amazon.in/dp/B0002619,4.3,1400,299,340,oats,"Oats Breakfast Cereal - Rich In Protein, Dietary Fibre, Nutritious, Easy To Cook",320.0
Lotus Herbals WhiteGlow Skin Whitening Scrub 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202077_1-bb-popular-almondbadam-californian-100g-indian-raisins-100g-cashew-w-320-100g.jpg,https://www.amazon.in/dp/B0002620,4.3,1800,195,225,face scrub,Almond/Badam Californian 100g + Indian Raisins 100g + Cashew W 320 100g,210.0
L'Oreal Paris Revitalift Crystal Micro Essence Mask pack 5,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40019376_11-cadbury-5-star-chocolate-home-pack.jpg,https://www.amazon.in/dp/B0002621,4.4,2400,499,575,sheet mask,5 Star Chocolate Home Pack,320.0
Gillette Series Sensitive Skin Shaving Foam can 418g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40136532_3-teamonk-kashmiri-kahwa-green-tea.jpg,https://www.amazon.in/dp/B0002622,4.4,1500,265,299,shaving foam,Kashmiri Kahwa Green Tea - Provides Glowing Skin & Boosts Immunity,210.0
Gillette Fusion Manual Shaving Razor Blades pack of 4,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002623,4.5,2100,745,850,razor blades,"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",210.0
Park Avenue After Shave Splash Classic bottle 100ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40015686_7-del-monte-tomato-ketchup-classic-blend-rich-thick-condiment.jpg,https://www.amazon.in/dp/B0002624,4.3,3100,195,225,aftershave,"Tomato Ketchup - Classic Blend, Rich & Thick Condiment",210.0
Everteen Natural Intimate Hygiene Wash pump 105ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0002625,4.3,2800,165,185,intimate wash,Premium Natural Californian Almonds,210.0
Colgate Total Mint Dental Floss pocket 50m,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1213552_1-tasties-handmade-bhujia-sevnamkeen-aloo-bhujia-mint-masalanamkeen-khatta-meetha150-g.jpg,https://www.amazon.in/dp/B0002626,4.3,1900,185,210,dental floss,Handmade Bhujia Sev+Namkeen Aloo Bhujia-Mint Masala+Namkeen Khatta Meetha(150 g),210.0
Veet Hair Removal Cream Sensitive Skin aloe 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40244336_1-suprfit-effervescent-tablets-biotin-for-hair-skin-nails-health-blueberry-flavour.jpg,https://www.amazon.in/dp/B0002627,4.3,1500,195,225,hair removal cream,"Effervescent Tablets - Biotin, For Hair, Skin & Nails Health, Blueberry Flavour",320.0
Lakme Sun Expert Tinted Sunscreen Gel SPF 50 100ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40193831_1-lakme-sun-expert-tinted-sunscreen-50-spf.jpg,https://www.amazon.in/dp/B0002628,4.4,1200,495,575,sunscreen,Sun Expert Tinted Sunscreen 50 SPF,270.0
Parachute Advansed Deep Nourish Body Lotion coconut 400ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/900448358_4-nourish-organics-lime-chia-bar-made-with-fruit-organic-rich-in-fibre-sugar-free.jpg,https://www.amazon.in/dp/B0002629,4.3,1100,250,290,body lotion,"Refresh - Coconut Lime Bar, Plant Based Protein, Instant Energy",320.0
OnePlus Warp Charge Type-C Cable Fast charging 1.5m,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0002630,4.4,1300,450,549,charging cable,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",210.0
Realme Buds Classic Wired Earphones with Mic black,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/300087_4-piknik-classic-tomato-chilli.jpg,https://www.amazon.in/dp/B0002631,4.2,1800,345,399,wired earphones,"Classic Tomato Chilli - Made With Wheat Flour, 25% Less Oil, No Preservatives",320.0
Amkette Micro USB to Type-C OTG metal Adapter,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/208345_20-quaker-oats-breakfast-cereal-rich-in-protein-dietary-fibre-nutritious-easy-to-cook.jpg,https://www.amazon.in/dp/B0002632,4.1,1500,99,149,OTG adapter,"Oats Breakfast Cereal - Rich In Protein, Dietary Fibre, Nutritious, Easy To Cook",210.0
Syska Power Bank 20000mAh Lithium Polymer white,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40108924_9-gooddiet-white-quinoa-grains.jpg,https://www.amazon.in/dp/B0002633,4.3,1400,1299,1499,power bank,White Quinoa Grains,210.0
OnePlus Tempered Glass Screen Guard full protection 1 unit,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0002634,4.1,1100,245,399,screen guard,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",210.0
Fresho Clear Ice Cubes Pouch pure water 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg,https://www.amazon.in/dp/B0002635,4.4,950,55,60,ice cubes,Idly Dosa Batter,210.0
Party Disposable White Paper Plates premium Pack of 100,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40231856_3-happilo-100-natural-premium-whole-cashews-value-pack.jpg,https://www.amazon.in/dp/B0002636,4.1,1300,199,245,paper plates,100% Natural Premium Whole Cashews - Value Pack,380.0
Party Disposable Clear Plastic Cups premium Pack of 200,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1207398_5-cadbury-5-star-chocolate-home-pack-200-g-20-units.jpg,https://www.amazon.in/dp/B0002637,4.2,1800,199,245,plastic cups,"5 Star Chocolate Home Pack, 200 g, 20 units",320.0
Bicycle Standard Playing Cards Deck red Pack of 2,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002638,4.5,1500,165,199,playing cards,"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",320.0
Mega Party Popper Celebration Confetti party Pack of 2,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002639,4.2,1100,135,160,party popper,"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",320.0
Paseo Soft Face Tissue Box white 400 Pulls,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40201910_1-open-secret-celebration-gift-box-assorted-chocolate-cookies.jpg,https://www.amazon.in/dp/B0002640,4.4,1300,195,225,tissue box,"Assorted Nutty Cookies Gift Box - Choco Almond, Peanut Butter & White Choco Cashew",320.0
Morde Cocoa Powder Pure Dark baking 300g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215124_1-saffola-honey-100-pure-natural-super-value-pack-2-x-300g.jpg,https://www.amazon.in/dp/B0002641,4.3,1400,285,310,cocoa powder,"Honey 100% Pure & Natural, Super Value Pack - 2 x 300g",320.0
Blue Bird Baking Powder Double Action tin 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/30006848_3-blue-bird-pasta-elbow-macaroni.jpg,https://www.amazon.in/dp/B0002642,4.2,950,52,60,baking powder,Pasta - Elbow Macaroni,320.0
Foster Clark's Pure Vanilla Extract Liquid Essence bottle 30ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40200216_2-happychef-vanilla-essence.jpg,https://www.amazon.in/dp/B0002643,4.5,1100,265,299,vanilla essence,Vanilla Essence,320.0
Betty Crocker Moist Supreme Chocolate Cake Mix box 570g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40203077_3-happychef-eggless-premium-chocolate-cake-mix.jpg,https://www.amazon.in/dp/B0002644,4.3,1300,215,250,cake mix,Eggless Premium Chocolate Cake Mix,380.0
Morde Dark Chocolate Chips Pack baking 300g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0002645,4.4,1800,195,225,chocolate chips,Chocolate Home - Treats Pack,320.0
Coca-Cola Soft Drink can 300ml Pack of 6,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40225929_1-sante-fruit-drink-juicy-apple-with-the-goodness-of-malt.jpg,https://www.amazon.in/dp/B0002646,4.4,1500,210,240,cold drink,"Fruit Drink - Juicy Apple, With The Goodness Of Malt",320.0
Diet Coke Can refreshing soft drink 300ml Pack of 6,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40225929_1-sante-fruit-drink-juicy-apple-with-the-goodness-of-malt.jpg,https://www.amazon.in/dp/B0002647,4.3,2100,210,240,cold drink,"Fruit Drink - Juicy Apple, With The Goodness Of Malt",320.0
Red Bull Sugarfree Can energy drink 250ml Pack of 8,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40176532_4-quencha-red-grape-drink.jpg,https://www.amazon.in/dp/B0002648,4.5,1900,830,950,energy drink,Red Grape Drink,320.0
Sting Energy Drink Strawberry Can sweet 250ml Pack of 16,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212654_1-tasties-nacho-chips-party-pack-jalapeno-cheese-peri-peri-sweet-chilli-60-g.jpg,https://www.amazon.in/dp/B0002649,4.3,3100,245,290,energy drink,Nacho Chips Party Pack- Jalapeno + Cheese + Peri-Peri + Sweet Chilli (60 g),320.0
Tropicana Fruit Power Orange Juice pure 2L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40189355_2-figaro-pure-olive-oil.jpg,https://www.amazon.in/dp/B0002650,4.3,2800,199,230,fruit juice,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain- 2L Tin",320.0
Real Fruit 100% Apple Fruit Juice sweet 2L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212098_1-fresho-signature-sweet-salty-dry-fruit-munchies.jpg,https://www.amazon.in/dp/B0002651,4.4,1900,210,245,fruit juice,Sweet & Salty Dry Fruit Munchies,320.0
Schweppes Soda Water Premium carbonated Bottle 2.5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002652,4.2,1500,52,65,soda,2-Minute Instant Noodles - Masala,210.0
Franklin & Sons Tonic Water premium Bottle 1.5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0002653,4.4,1200,299,350,tonic water,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",210.0
Raw Pressery Coconut Water natural hydration 200ml Pack of 24,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215124_1-saffola-honey-100-pure-natural-super-value-pack-2-x-300g.jpg,https://www.amazon.in/dp/B0002654,4.4,950,899,1099,coconut water,"Honey 100% Pure & Natural, Super Value Pack - 2 x 300g",320.0
Nescafe Hazelnut Cold Coffee sweet Can 180ml Pack of 16,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212654_1-tasties-nacho-chips-party-pack-jalapeno-cheese-peri-peri-sweet-chilli-60-g.jpg,https://www.amazon.in/dp/B0002655,4.3,1100,1590,1799,cold coffee,Nacho Chips Party Pack- Jalapeno + Cheese + Peri-Peri + Sweet Chilli (60 g),320.0
Amul Kool Cafe Mocha Cold Coffee delicious 200ml Pack of 16,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002656,4.3,1300,540,620,cold coffee,"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",210.0
Mother Dairy Spiced Buttermilk refreshing pack of 20,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,https://www.amazon.in/dp/B0002657,4.5,1400,230,280,buttermilk,Chocolate Home - Treats Pack,320.0
Amul Sweet Lassi Rose Flavor delicious 200ml Pack of 16,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212654_1-tasties-nacho-chips-party-pack-jalapeno-cheese-peri-peri-sweet-chilli-60-g.jpg,https://www.amazon.in/dp/B0002658,4.3,1800,320,380,lassi,Nacho Chips Party Pack- Jalapeno + Cheese + Peri-Peri + Sweet Chilli (60 g),320.0
Guruji Orange Squash Premium healthy Liquid 1.5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212218_1-tasties-premium-wafer-bites-orange-100-g-hazelnut-100-g-cappucino-100-g.jpg,https://www.amazon.in/dp/B0002659,4.1,2100,245,299,squash,Premium Wafer Bites - Orange 100 g + Hazelnut 100 g + Cappucino 100 g,320.0
Kissan Rose Syrup Premium sweet Quality 1.5L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40234112_1-delight-nuts-seedless-black-raisins-afghani-premium-quality-no-cholesterol.jpg,https://www.amazon.in/dp/B0002660,4.4,1500,265,310,syrup,"Seedless Black Raisins - Afghani, Premium Quality, No Cholesterol",320.0
Bikaji Moong Dal Namkeen crispy 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1213553_1-tasties-namkeen-moong-dalnamkeen-all-in-one-mixturetasty-masala-coated-peanuts-150-g.jpg,https://www.amazon.in/dp/B0002661,4.3,1200,78,90,namkeen,Namkeen Moong Dal+Namkeen All In One Mixture+Tasty Masala Coated Peanuts (150 g),380.0
Haldiram's Bikaneri Bhujia Sev Namkeen spicy 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1213552_1-tasties-handmade-bhujia-sevnamkeen-aloo-bhujia-mint-masalanamkeen-khatta-meetha150-g.jpg,https://www.amazon.in/dp/B0002662,4.4,1100,99,110,namkeen,Handmade Bhujia Sev+Namkeen Aloo Bhujia-Mint Masala+Namkeen Khatta Meetha(150 g),380.0
Nutty Feast Premium Roasted Salted Peanuts snack 400g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40231852_3-happilo-premium-californian-roasted-salted-pistachios-value-pack.jpg,https://www.amazon.in/dp/B0002663,4.2,950,110,130,roasted peanuts,Premium Californian Roasted & Salted Pistachios - Value Pack,380.0
Happilo Cheese Tortilla Nachos Chips crispy 300g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40196817_3-tasties-nacho-chips-cheese.jpg,https://www.amazon.in/dp/B0002664,4.4,1300,160,185,nachos,Nacho Chips - Cheese,320.0
Act II Instant Popcorn Butter Pepper hot 300g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002665,4.4,1400,85,99,popcorn,2-Minute Instant Noodles - Masala,210.0
True Elements Premium Phool Makhana Cheesy healthy 600g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40042057_12-true-elements-quinoa-gluten-free-premium-quinoa-grain-healthy-breakfast-diet-food.jpg,https://www.amazon.in/dp/B0002666,4.2,1800,425,520,makhana,"Quinoa - 100% Wholegrain, High Protein Breakfast Cereal, Gluten-Free, Diet Food",320.0
Happilo Masala Khakhra Wheat Crisps delicious 800g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40156937_3-daadis-bhakhri-masala.jpg,https://www.amazon.in/dp/B0002667,4.1,1500,265,310,khakhra,Indian Wheat Cracker - Masala Bhakhri,320.0
MuscleBlaze Multi Protein Energy Bar Chocolate snack Pack of 12,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1209313_1-gooddiet-20g-whey-protein-bar-double-chocolate-caramel.jpg,https://www.amazon.in/dp/B0002668,4.4,2100,480,580,energy bar,20g Whey Protein Bar - Double Chocolate Caramel,380.0
Knorr Classic Vegetable Instant Soup Powder hot Pack of 8,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002669,4.3,3400,340,399,instant soup,"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",320.0
Knorr Instant Pasta Tomato Twist delicious Pack of 8,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002670,4.1,1900,210,240,instant pasta,"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",320.0
Ching's Secret Masala Instant Cup Noodles spicy Pack of 8,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0002671,4.3,1500,310,360,cup noodles,"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",440.0
MTR Ready To Eat Chana Masala Indian Pack of 6,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40001330_3-kitchens-of-india-ready-to-eat-mughlai-paneer.jpg,https://www.amazon.in/dp/B0002672,4.2,1200,599,699,ready to eat meal,"Mughlai Paneer - Ready To Eat Indian Dish, Just Heat & Relish",500.0
